업태별,시도별,시군구별,(사업자수) 당월①,(사업자수)전월②,증감율(①/②),(사업자수)전년동월③,증감율(①/③)
세무사,강원도,삼척시,7,7,100.00%,7,100.00%
세무사,강원도,홍천군,8,8,100.00%,7,114.29%
세무사,강원도,횡성군,*,*,100.00%,*,100.00%
세무사,강원도,영월군,6,6,100.00%,6,100.00%
세무사,강원도,평창군,*,*,100.00%,*,100.00%
세무사,강원도,철원군,4,3,133.33%,3,133.33%
세무사,강원도,양구군,*,*,100.00%,*,100.00%
세무사,강원도,인제군,*,*,100.00%,*,100.00%
세무사,강원도,양양군,*,*,100.00%,*,100.00%
세무사,대전광역시,동구,5,5,100.00%,5,100.00%
세무사,대전광역시,중구,64,64,100.00%,64,100.00%
세무사,대전광역시,서구,143,143,100.00%,138,103.62%
세무사,대전광역시,유성구,44,44,100.00%,42,104.76%
세무사,대전광역시,대덕구,17,17,100.00%,17,100.00%
세무사,충청북도,청주시 상당구,15,16,93.75%,15,100.00%
세무사,충청북도,청주시 서원구,14,14,100.00%,14,100.00%
세무사,충청북도,청주시 흥덕구,55,55,100.00%,57,96.49%
세무사,충청북도,청주시 청원구,24,23,104.35%,26,92.31%
세무사,충청북도,충주시,23,23,100.00%,23,100.00%
세무사,충청북도,제천시,15,15,100.00%,15,100.00%
세무사,충청북도,보은군,3,3,100.00%,3,100.00%
세무사,충청북도,옥천군,*,*,100.00%,*,100.00%
세무사,충청북도,영동군,*,*,100.00%,*,100.00%
세무사,충청북도,증평군,*,*,100.00%,*,100.00%
세무사,충청북도,진천군,3,3,100.00%,3,100.00%
세무사,충청북도,음성군,8,8,100.00%,8,100.00%
세무사,충청남도,천안시 동남구,65,67,97.01%,64,101.56%
세무사,충청남도,천안시 서북구,66,65,101.54%,64,103.13%
세무사,충청남도,공주시,7,7,100.00%,7,100.00%
세무사,충청남도,보령시,11,11,100.00%,11,100.00%
세무사,충청남도,아산시,27,27,100.00%,24,112.50%
세무사,충청남도,서산시,23,23,100.00%,24,95.83%
세무사,충청남도,논산시,13,13,100.00%,14,92.86%
세무사,충청남도,계룡시,*,*,100.00%,*,100.00%
세무사,충청남도,당진시,17,17,100.00%,16,106.25%
세무사,충청남도,금산군,*,*,100.00%,*,100.00%
세무사,충청남도,부여군,3,3,100.00%,3,100.00%
세무사,충청남도,서천군,*,*,100.00%,*,100.00%
세무사,충청남도,청양군,*,*,100.00%,*,100.00%
세무사,충청남도,홍성군,9,9,100.00%,8,112.50%
세무사,충청남도,예산군,6,6,100.00%,6,100.00%
세무사,충청남도,태안군,3,*,150.00%,*,150.00%
세무사,세종특별자치시,세종시,40,40,100.00%,35,114.29%
세무사,광주광역시,동구,57,56,101.79%,60,95.00%
세무사,광주광역시,서구,145,144,100.69%,146,99.32%
세무사,광주광역시,남구,15,14,107.14%,12,125.00%
세무사,광주광역시,북구,67,65,103.08%,63,106.35%
세무사,광주광역시,광산구,19,19,100.00%,18,105.56%
세무사,전라북도,전주시 완산구,92,93,98.92%,90,102.22%
세무사,전라북도,전주시 덕진구,60,60,100.00%,58,103.45%
세무사,전라북도,군산시,37,37,100.00%,36,102.78%
세무사,전라북도,익산시,42,43,97.67%,42,100.00%
세무사,전라북도,정읍시,15,15,100.00%,14,107.14%
세무사,전라북도,남원시,9,9,100.00%,9,100.00%
세무사,전라북도,김제시,4,4,100.00%,4,100.00%
세무사,전라북도,완주군,*,*,100.00%,*,200.00%
세무사,전라북도,고창군,*,*,100.00%,*,100.00%
세무사,전라북도,부안군,3,3,100.00%,3,100.00%
세무사,전라남도,목포시,30,29,103.45%,29,103.45%
세무사,전라남도,여수시,29,29,100.00%,28,103.57%
세무사,전라남도,순천시,38,38,100.00%,37,102.70%
세무사,전라남도,나주시,7,7,100.00%,6,116.67%
세무사,전라남도,광양시,4,4,100.00%,4,100.00%
세무사,전라남도,담양군,*,*,100.00%,*,100.00%
세무사,전라남도,고흥군,*,*,100.00%,*,100.00%
세무사,전라남도,보성군,*,*,100.00%,*,100.00%
세무사,전라남도,화순군,*,*,100.00%,*,100.00%
세무사,전라남도,장흥군,*,*,100.00%,*,100.00%
세무사,전라남도,강진군,*,*,100.00%,*,100.00%
세무사,전라남도,해남군,4,4,100.00%,4,100.00%
세무사,전라남도,영암군,*,*,100.00%,*,100.00%
세무사,전라남도,무안군,*,*,100.00%,*,100.00%
세무사,전라남도,영광군,*,*,100.00%,*,200.00%
세무사,전라남도,완도군,*,*,100.00%,*,100.00%
세무사,대구광역시,중구,37,37,100.00%,39,94.87%
세무사,대구광역시,동구,118,117,100.85%,112,105.36%
세무사,대구광역시,서구,22,23,95.65%,24,91.67%
세무사,대구광역시,남구,86,86,100.00%,85,101.18%
세무사,대구광역시,북구,76,76,100.00%,76,100.00%
세무사,대구광역시,수성구,45,45,100.00%,40,112.50%
세무사,대구광역시,달서구,149,150,99.33%,142,104.93%
세무사,대구광역시,달성군,7,7,100.00%,10,70.00%
세무사,경상북도,포항시 남구,6,6,100.00%,6,100.00%
세무사,경상북도,포항시 북구,51,51,100.00%,51,100.00%
세무사,경상북도,경주시,25,25,100.00%,24,104.17%
세무사,경상북도,김천시,7,7,100.00%,7,100.00%
세무사,경상북도,안동시,17,17,100.00%,16,106.25%
세무사,경상북도,구미시,54,54,100.00%,51,105.88%
세무사,경상북도,영주시,15,15,100.00%,15,100.00%
세무사,경상북도,영천시,7,7,100.00%,6,116.67%
세무사,경상북도,상주시,8,8,100.00%,8,100.00%
세무사,경상북도,문경시,7,7,100.00%,7,100.00%
세무사,경상북도,경산시,18,17,105.88%,16,112.50%
세무사,경상북도,의성군,*,*,100.00%,*,100.00%
세무사,경상북도,영덕군,*,*,100.00%,*,100.00%
세무사,경상북도,청도군,*,*,100.00%,*,100.00%
세무사,경상북도,고령군,*,*,100.00%,*,100.00%
세무사,경상북도,성주군,*,*,100.00%,*,100.00%
세무사,경상북도,칠곡군,3,3,100.00%,3,100.00%
세무사,경상북도,예천군,*,*,100.00%,*,100.00%
세무사,경상북도,울진군,*,*,100.00%,*,100.00%
세무사,경상북도,울릉군,*,*,100.00%,*,100.00%
세무사,부산광역시,중구,44,44,100.00%,43,102.33%
세무사,부산광역시,서구,22,22,100.00%,23,95.65%
세무사,부산광역시,동구,94,93,101.08%,91,103.30%
세무사,부산광역시,영도구,*,*,100.00%,*,100.00%
세무사,부산광역시,부산진구,184,184,100.00%,187,98.40%
세무사,부산광역시,동래구,65,65,100.00%,59,110.17%
세무사,부산광역시,남구,20,20,100.00%,19,105.26%
세무사,부산광역시,북구,13,13,100.00%,11,118.18%
세무사,부산광역시,해운대구,65,65,100.00%,63,103.17%
세무사,부산광역시,사하구,20,20,100.00%,20,100.00%
세무사,부산광역시,금정구,79,79,100.00%,77,102.60%
세무사,부산광역시,강서구,8,8,100.00%,6,133.33%
세무사,부산광역시,연제구,123,122,100.82%,117,105.13%
세무사,부산광역시,수영구,52,51,101.96%,50,104.00%
세무사,부산광역시,사상구,134,131,102.29%,127,105.51%
세무사,부산광역시,기장군,6,6,100.00%,7,85.71%
세무사,울산광역시,중구,12,12,100.00%,11,109.09%
세무사,울산광역시,남구,127,127,100.00%,126,100.79%
세무사,울산광역시,동구,*,*,100.00%,*,100.00%
세무사,울산광역시,북구,14,14,100.00%,15,93.33%
세무사,울산광역시,울주군,5,5,100.00%,5,100.00%
세무사,경상남도,창원시 의창구,80,79,101.27%,71,112.68%
세무사,경상남도,창원시 성산구,36,35,102.86%,35,102.86%
세무사,경상남도,창원시 마산합포구,40,40,100.00%,39,102.56%
세무사,경상남도,창원시 마산회원구,14,14,100.00%,14,100.00%
세무사,경상남도,창원시 진해구,3,3,100.00%,3,100.00%
세무사,경상남도,진주시,42,41,102.44%,42,100.00%
세무사,경상남도,통영시,16,15,106.67%,15,106.67%
세무사,경상남도,사천시,7,7,100.00%,7,100.00%
세무사,경상남도,김해시,96,94,102.13%,93,103.23%
세무사,경상남도,밀양시,9,9,100.00%,9,100.00%
세무사,경상남도,거제시,25,26,96.15%,28,89.29%
세무사,경상남도,양산시,27,27,100.00%,23,117.39%
세무사,경상남도,함안군,*,*,100.00%,*,100.00%
세무사,경상남도,창녕군,*,*,100.00%,*,100.00%
세무사,경상남도,고성군,3,3,100.00%,3,100.00%
세무사,경상남도,하동군,*,*,100.00%,*,100.00%
세무사,경상남도,함양군,*,3,66.67%,*,100.00%
세무사,경상남도,거창군,7,7,100.00%,7,100.00%
세무사,경상남도,합천군,*,*,100.00%,*,100.00%
세무사,제주특별자치도,제주시,96,96,100.00%,91,105.49%
세무사,제주특별자치도,서귀포시,6,6,100.00%,5,120.00%
세탁소,서울특별시,종로구,83,85,97.65%,91,91.21%
세탁소,서울특별시,중구,85,85,100.00%,84,101.19%
세탁소,서울특별시,용산구,114,113,100.88%,117,97.44%
세탁소,서울특별시,성동구,163,163,100.00%,157,103.82%
세탁소,서울특별시,광진구,184,183,100.55%,179,102.79%
세탁소,서울특별시,동대문구,172,173,99.42%,183,93.99%
세탁소,서울특별시,중랑구,181,179,101.12%,184,98.37%
세탁소,서울특별시,성북구,219,220,99.55%,223,98.21%
세탁소,서울특별시,강북구,110,107,102.80%,105,104.76%
세탁소,서울특별시,도봉구,108,109,99.08%,109,99.08%
세탁소,서울특별시,노원구,155,156,99.36%,152,101.97%
세탁소,서울특별시,은평구,212,212,100.00%,211,100.47%
세탁소,서울특별시,서대문구,127,127,100.00%,132,96.21%
세탁소,서울특별시,마포구,170,171,99.42%,156,108.97%
세탁소,서울특별시,양천구,183,183,100.00%,186,98.39%
세탁소,서울특별시,강서구,251,252,99.60%,256,98.05%
세탁소,서울특별시,구로구,155,155,100.00%,160,96.88%
세탁소,서울특별시,금천구,96,98,97.96%,95,101.05%
세탁소,서울특별시,영등포구,173,173,100.00%,174,99.43%
세탁소,서울특별시,동작구,174,176,98.86%,170,102.35%
세탁소,서울특별시,관악구,251,251,100.00%,248,101.21%
세탁소,서울특별시,서초구,246,249,98.80%,254,96.85%
세탁소,서울특별시,강남구,389,386,100.78%,392,99.23%
세탁소,서울특별시,송파구,301,298,101.01%,302,99.67%
세탁소,서울특별시,강동구,175,173,101.16%,168,104.17%
세탁소,인천광역시,중구,46,47,97.87%,47,97.87%
세탁소,인천광역시,동구,37,37,100.00%,35,105.71%
세탁소,인천광역시,남구,0,0,/0,167,0.00%
세탁소,인천광역시,미추홀구,174,175,99.43%,0,/0
세탁소,인천광역시,연수구,144,143,100.70%,135,106.67%
세탁소,인천광역시,남동구,217,217,100.00%,213,101.88%
세탁소,인천광역시,부평구,198,196,101.02%,195,101.54%
세탁소,인천광역시,계양구,131,131,100.00%,136,96.32%
세탁소,인천광역시,서구,235,233,100.86%,218,107.80%
세탁소,인천광역시,강화군,17,17,100.00%,15,113.33%
세탁소,인천광역시,옹진군,5,5,100.00%,4,125.00%
세탁소,경기도,수원시 장안구,114,111,102.70%,106,107.55%
세탁소,경기도,수원시 권선구,142,143,99.30%,132,107.58%
세탁소,경기도,수원시 팔달구,90,90,100.00%,96,93.75%
세탁소,경기도,수원시 영통구,133,131,101.53%,130,102.31%
세탁소,경기도,성남시 수정구,95,94,101.06%,91,104.40%
세탁소,경기도,성남시 중원구,102,104,98.08%,98,104.08%
세탁소,경기도,성남시 분당구,218,217,100.46%,228,95.61%
세탁소,경기도,의정부시,198,197,100.51%,191,103.66%
세탁소,경기도,안양시 만안구,105,104,100.96%,104,100.96%
세탁소,경기도,안양시 동안구,118,118,100.00%,128,92.19%
세탁소,경기도,부천시,367,370,99.19%,377,97.35%
세탁소,경기도,광명시,119,119,100.00%,117,101.71%
세탁소,경기도,평택시,220,219,100.46%,213,103.29%
세탁소,경기도,동두천시,38,39,97.44%,40,95.00%
세탁소,경기도,안산시 상록구,165,166,99.40%,166,99.40%
세탁소,경기도,안산시 단원구,147,147,100.00%,144,102.08%
세탁소,경기도,고양시 덕양구,178,177,100.56%,165,107.88%
세탁소,경기도,고양시 일산동구,138,138,100.00%,133,103.76%
세탁소,경기도,고양시 일산서구,84,84,100.00%,85,98.82%
세탁소,경기도,과천시,21,21,100.00%,23,91.30%
세탁소,경기도,구리시,66,66,100.00%,66,100.00%
세탁소,경기도,남양주시,230,228,100.88%,216,106.48%
세탁소,경기도,오산시,91,87,104.60%,86,105.81%
세탁소,경기도,시흥시,179,175,102.29%,160,111.88%
세탁소,경기도,군포시,131,129,101.55%,123,106.50%
세탁소,경기도,의왕시,51,51,100.00%,52,98.08%
세탁소,경기도,하남시,69,69,100.00%,64,107.81%
세탁소,경기도,용인시 처인구,116,116,100.00%,116,100.00%
세탁소,경기도,용인시 기흥구,160,159,100.63%,161,99.38%
세탁소,경기도,용인시 수지구,126,126,100.00%,124,101.61%
세탁소,경기도,파주시,201,198,101.52%,177,113.56%
세탁소,경기도,이천시,102,103,99.03%,102,100.00%
세탁소,경기도,안성시,68,67,101.49%,64,106.25%
세탁소,경기도,김포시,161,164,98.17%,148,108.78%
세탁소,경기도,화성시,270,269,100.37%,249,108.43%
세탁소,경기도,광주시,122,121,100.83%,112,108.93%
세탁소,경기도,양주시,79,77,102.60%,71,111.27%
세탁소,경기도,포천시,52,52,100.00%,51,101.96%
세탁소,경기도,여주시,45,45,100.00%,44,102.27%
세탁소,경기도,연천군,12,12,100.00%,12,100.00%
세탁소,경기도,가평군,22,21,104.76%,20,110.00%
세탁소,경기도,양평군,41,39,105.13%,34,120.59%
세탁소,강원도,춘천시,161,159,101.26%,152,105.92%
세탁소,강원도,원주시,197,195,101.03%,185,106.49%
세탁소,강원도,강릉시,144,146,98.63%,144,100.00%
세탁소,강원도,동해시,68,68,100.00%,63,107.94%
세탁소,강원도,태백시,36,36,100.00%,33,109.09%
세탁소,강원도,속초시,66,66,100.00%,61,108.20%
세탁소,강원도,삼척시,33,33,100.00%,33,100.00%
세탁소,강원도,홍천군,29,28,103.57%,27,107.41%
세탁소,강원도,횡성군,15,16,93.75%,14,107.14%
세탁소,강원도,영월군,19,20,95.00%,20,95.00%
세탁소,강원도,평창군,23,23,100.00%,20,115.00%
세탁소,강원도,정선군,22,22,100.00%,22,100.00%
세탁소,강원도,철원군,19,19,100.00%,19,100.00%
세탁소,강원도,화천군,20,20,100.00%,20,100.00%
세탁소,강원도,양구군,14,14,100.00%,12,116.67%
세탁소,강원도,인제군,16,16,100.00%,16,100.00%
세탁소,강원도,고성군,9,9,100.00%,9,100.00%
세탁소,강원도,양양군,10,10,100.00%,10,100.00%
세탁소,대전광역시,동구,121,120,100.83%,118,102.54%
세탁소,대전광역시,중구,171,169,101.18%,164,104.27%
세탁소,대전광역시,서구,281,280,100.36%,281,100.00%
세탁소,대전광역시,유성구,191,193,98.96%,184,103.80%
세탁소,대전광역시,대덕구,103,102,100.98%,99,104.04%
세탁소,충청북도,청주시 상당구,91,91,100.00%,93,97.85%
세탁소,충청북도,청주시 서원구,107,109,98.17%,113,94.69%
세탁소,충청북도,청주시 흥덕구,165,168,98.21%,167,98.80%
세탁소,충청북도,청주시 청원구,79,80,98.75%,77,102.60%
세탁소,충청북도,충주시,159,159,100.00%,153,103.92%
세탁소,충청북도,제천시,94,96,97.92%,93,101.08%
세탁소,충청북도,보은군,13,13,100.00%,13,100.00%
세탁소,충청북도,옥천군,19,18,105.56%,17,111.76%
세탁소,충청북도,영동군,19,19,100.00%,22,86.36%
세탁소,충청북도,증평군,16,16,100.00%,17,94.12%
세탁소,충청북도,진천군,41,41,100.00%,38,107.89%
세탁소,충청북도,괴산군,8,8,100.00%,8,100.00%
세탁소,충청북도,음성군,44,44,100.00%,39,112.82%
세탁소,충청북도,단양군,11,11,100.00%,11,100.00%
세탁소,충청남도,천안시 동남구,150,150,100.00%,150,100.00%
세탁소,충청남도,천안시 서북구,220,214,102.80%,203,108.37%
세탁소,충청남도,공주시,68,68,100.00%,67,101.49%
세탁소,충청남도,보령시,56,56,100.00%,56,100.00%
세탁소,충청남도,아산시,129,129,100.00%,128,100.78%
세탁소,충청남도,서산시,101,98,103.06%,92,109.78%
세탁소,충청남도,논산시,59,58,101.72%,61,96.72%
세탁소,충청남도,계룡시,24,24,100.00%,21,114.29%
세탁소,충청남도,당진시,77,74,104.05%,77,100.00%
세탁소,충청남도,금산군,20,20,100.00%,22,90.91%
세탁소,충청남도,부여군,27,27,100.00%,28,96.43%
세탁소,충청남도,서천군,19,19,100.00%,20,95.00%
세탁소,충청남도,청양군,15,15,100.00%,15,100.00%
세탁소,충청남도,홍성군,57,57,100.00%,58,98.28%
세탁소,충청남도,예산군,41,41,100.00%,44,93.18%
세탁소,충청남도,태안군,21,21,100.00%,23,91.30%
세탁소,세종특별자치시,세종시,93,92,101.09%,89,104.49%
세탁소,광주광역시,동구,71,69,102.90%,69,102.90%
세탁소,광주광역시,서구,190,192,98.96%,190,100.00%
세탁소,광주광역시,남구,98,98,100.00%,99,98.99%
세탁소,광주광역시,북구,270,271,99.63%,276,97.83%
세탁소,광주광역시,광산구,198,196,101.02%,191,103.66%
세탁소,전라북도,전주시 완산구,190,190,100.00%,196,96.94%
세탁소,전라북도,전주시 덕진구,161,162,99.38%,139,115.83%
세탁소,전라북도,군산시,130,131,99.24%,131,99.24%
세탁소,전라북도,익산시,122,120,101.67%,113,107.96%
세탁소,전라북도,정읍시,60,59,101.69%,55,109.09%
세탁소,전라북도,남원시,50,50,100.00%,50,100.00%
세탁소,전라북도,김제시,35,35,100.00%,32,109.38%
세탁소,전라북도,완주군,28,28,100.00%,26,107.69%
세탁소,전라북도,진안군,5,6,83.33%,5,100.00%
세탁소,전라북도,무주군,6,6,100.00%,8,75.00%
세탁소,전라북도,장수군,5,5,100.00%,5,100.00%
세탁소,전라북도,임실군,9,9,100.00%,8,112.50%
세탁소,전라북도,순창군,10,10,100.00%,10,100.00%
세탁소,전라북도,고창군,27,25,108.00%,25,108.00%
세탁소,전라북도,부안군,22,24,91.67%,24,91.67%
세탁소,전라남도,목포시,146,146,100.00%,145,100.69%
세탁소,전라남도,여수시,143,143,100.00%,140,102.14%
세탁소,전라남도,순천시,128,130,98.46%,135,94.81%
세탁소,전라남도,나주시,43,42,102.38%,39,110.26%
세탁소,전라남도,광양시,63,64,98.44%,64,98.44%
세탁소,전라남도,담양군,8,8,100.00%,6,133.33%
세탁소,전라남도,곡성군,7,7,100.00%,7,100.00%
세탁소,전라남도,구례군,17,17,100.00%,17,100.00%
세탁소,전라남도,고흥군,10,9,111.11%,10,100.00%
세탁소,전라남도,보성군,16,16,100.00%,17,94.12%
세탁소,전라남도,화순군,32,32,100.00%,31,103.23%
세탁소,전라남도,장흥군,17,17,100.00%,18,94.44%
세탁소,전라남도,강진군,14,14,100.00%,14,100.00%
세탁소,전라남도,해남군,29,29,100.00%,30,96.67%
세탁소,전라남도,영암군,20,18,111.11%,19,105.26%
세탁소,전라남도,무안군,32,32,100.00%,30,106.67%
세탁소,전라남도,함평군,8,8,100.00%,8,100.00%
세탁소,전라남도,영광군,19,19,100.00%,19,100.00%
세탁소,전라남도,장성군,8,8,100.00%,8,100.00%
세탁소,전라남도,완도군,16,16,100.00%,10,160.00%
세탁소,전라남도,진도군,9,9,100.00%,9,100.00%
세탁소,전라남도,신안군,*,*,100.00%,*,100.00%
세탁소,대구광역시,중구,48,48,100.00%,44,109.09%
세탁소,대구광역시,동구,113,114,99.12%,111,101.80%
세탁소,대구광역시,서구,35,35,100.00%,34,102.94%
세탁소,대구광역시,남구,53,53,100.00%,52,101.92%
세탁소,대구광역시,북구,154,156,98.72%,159,96.86%
세탁소,대구광역시,수성구,159,162,98.15%,160,99.38%
세탁소,대구광역시,달서구,179,175,102.29%,166,107.83%
세탁소,대구광역시,달성군,74,73,101.37%,69,107.25%
세탁소,경상북도,포항시 남구,128,128,100.00%,127,100.79%
세탁소,경상북도,포항시 북구,103,103,100.00%,106,97.17%
세탁소,경상북도,경주시,136,134,101.49%,136,100.00%
세탁소,경상북도,김천시,52,51,101.96%,54,96.30%
세탁소,경상북도,안동시,98,98,100.00%,97,101.03%
세탁소,경상북도,구미시,214,214,100.00%,216,99.07%
세탁소,경상북도,영주시,69,69,100.00%,73,94.52%
세탁소,경상북도,영천시,44,44,100.00%,43,102.33%
세탁소,경상북도,상주시,46,46,100.00%,43,106.98%
세탁소,경상북도,문경시,40,40,100.00%,37,108.11%
세탁소,경상북도,경산시,104,103,100.97%,102,101.96%
세탁소,경상북도,군위군,5,5,100.00%,5,100.00%
세탁소,경상북도,의성군,18,19,94.74%,16,112.50%
세탁소,경상북도,청송군,12,12,100.00%,12,100.00%
세탁소,경상북도,영양군,6,6,100.00%,6,100.00%
세탁소,경상북도,영덕군,17,16,106.25%,15,113.33%
세탁소,경상북도,청도군,12,12,100.00%,12,100.00%
세탁소,경상북도,고령군,10,10,100.00%,10,100.00%
세탁소,경상북도,성주군,9,9,100.00%,12,75.00%
세탁소,경상북도,칠곡군,38,38,100.00%,40,95.00%
세탁소,경상북도,예천군,18,18,100.00%,19,94.74%
세탁소,경상북도,봉화군,16,16,100.00%,17,94.12%
세탁소,경상북도,울진군,18,18,100.00%,19,94.74%
세탁소,경상북도,울릉군,4,4,100.00%,5,80.00%
세탁소,부산광역시,중구,41,41,100.00%,43,95.35%
세탁소,부산광역시,서구,46,45,102.22%,48,95.83%
세탁소,부산광역시,동구,19,20,95.00%,23,82.61%
세탁소,부산광역시,영도구,60,60,100.00%,61,98.36%
세탁소,부산광역시,부산진구,131,130,100.77%,130,100.77%
세탁소,부산광역시,동래구,124,124,100.00%,125,99.20%
세탁소,부산광역시,남구,79,79,100.00%,80,98.75%
세탁소,부산광역시,북구,70,71,98.59%,85,82.35%
세탁소,부산광역시,해운대구,140,139,100.72%,149,93.96%
세탁소,부산광역시,사하구,144,143,100.70%,141,102.13%
세탁소,부산광역시,금정구,100,103,97.09%,102,98.04%
세탁소,부산광역시,강서구,30,30,100.00%,27,111.11%
세탁소,부산광역시,연제구,85,85,100.00%,86,98.84%
세탁소,부산광역시,수영구,59,58,101.72%,62,95.16%
세탁소,부산광역시,사상구,96,95,101.05%,92,104.35%
세탁소,부산광역시,기장군,64,64,100.00%,60,106.67%
세탁소,울산광역시,중구,66,65,101.54%,61,108.20%
세탁소,울산광역시,남구,144,144,100.00%,140,102.86%
세탁소,울산광역시,동구,53,52,101.92%,53,100.00%
세탁소,울산광역시,북구,70,71,98.59%,68,102.94%
세탁소,울산광역시,울주군,89,88,101.14%,84,105.95%
세탁소,경상남도,창원시 의창구,108,108,100.00%,112,96.43%
세탁소,경상남도,창원시 성산구,94,93,101.08%,91,103.30%
세탁소,경상남도,창원시 마산합포구,54,54,100.00%,57,94.74%
세탁소,경상남도,창원시 마산회원구,68,66,103.03%,67,101.49%
세탁소,경상남도,창원시 진해구,67,65,103.08%,63,106.35%
세탁소,경상남도,진주시,141,138,102.17%,139,101.44%
세탁소,경상남도,통영시,58,58,100.00%,56,103.57%
세탁소,경상남도,사천시,48,48,100.00%,44,109.09%
세탁소,경상남도,김해시,219,219,100.00%,214,102.34%
세탁소,경상남도,밀양시,34,34,100.00%,39,87.18%
세탁소,경상남도,거제시,85,85,100.00%,88,96.59%
세탁소,경상남도,양산시,122,119,102.52%,117,104.27%
세탁소,경상남도,의령군,5,5,100.00%,5,100.00%
세탁소,경상남도,함안군,21,21,100.00%,24,87.50%
세탁소,경상남도,창녕군,23,23,100.00%,21,109.52%
세탁소,경상남도,고성군,12,12,100.00%,14,85.71%
세탁소,경상남도,남해군,12,12,100.00%,10,120.00%
세탁소,경상남도,하동군,14,14,100.00%,13,107.69%
세탁소,경상남도,산청군,5,5,100.00%,6,83.33%
세탁소,경상남도,함양군,11,11,100.00%,13,84.62%
세탁소,경상남도,거창군,41,41,100.00%,39,105.13%
세탁소,경상남도,합천군,13,13,100.00%,13,100.00%
세탁소,제주특별자치도,제주시,445,445,100.00%,439,101.37%
세탁소,제주특별자치도,서귀포시,149,148,100.68%,149,100.00%
슈퍼마켓,서울특별시,종로구,120,120,100.00%,117,102.56%
슈퍼마켓,서울특별시,중구,121,118,102.54%,110,110.00%
슈퍼마켓,서울특별시,용산구,112,110,101.82%,104,107.69%
슈퍼마켓,서울특별시,성동구,130,128,101.56%,130,100.00%
슈퍼마켓,서울특별시,광진구,137,138,99.28%,145,94.48%
슈퍼마켓,서울특별시,동대문구,180,176,102.27%,176,102.27%
슈퍼마켓,서울특별시,중랑구,166,166,100.00%,174,95.40%
슈퍼마켓,서울특별시,성북구,152,152,100.00%,155,98.06%
슈퍼마켓,서울특별시,강북구,131,133,98.50%,131,100.00%
슈퍼마켓,서울특별시,도봉구,124,124,100.00%,135,91.85%
슈퍼마켓,서울특별시,노원구,153,153,100.00%,160,95.63%
슈퍼마켓,서울특별시,은평구,159,157,101.27%,171,92.98%
슈퍼마켓,서울특별시,서대문구,131,130,100.77%,143,91.61%
슈퍼마켓,서울특별시,마포구,146,140,104.29%,137,106.57%
슈퍼마켓,서울특별시,양천구,183,184,99.46%,205,89.27%
슈퍼마켓,서울특별시,강서구,226,229,98.69%,227,99.56%
슈퍼마켓,서울특별시,구로구,207,209,99.04%,217,95.39%
슈퍼마켓,서울특별시,금천구,142,138,102.90%,143,99.30%
슈퍼마켓,서울특별시,영등포구,206,205,100.49%,213,96.71%
슈퍼마켓,서울특별시,동작구,135,134,100.75%,141,95.74%
슈퍼마켓,서울특별시,관악구,226,226,100.00%,234,96.58%
슈퍼마켓,서울특별시,서초구,160,160,100.00%,178,89.89%
슈퍼마켓,서울특별시,강남구,253,258,98.06%,261,96.93%
슈퍼마켓,서울특별시,송파구,203,201,101.00%,207,98.07%
슈퍼마켓,서울특별시,강동구,164,162,101.23%,162,101.23%
슈퍼마켓,인천광역시,중구,125,127,98.43%,127,98.43%
슈퍼마켓,인천광역시,동구,42,41,102.44%,43,97.67%
슈퍼마켓,인천광역시,남구,0,0,/0,295,0.00%
슈퍼마켓,인천광역시,미추홀구,292,290,100.69%,0,/0
슈퍼마켓,인천광역시,연수구,140,142,98.59%,144,97.22%
슈퍼마켓,인천광역시,남동구,280,284,98.59%,292,95.89%
슈퍼마켓,인천광역시,부평구,373,373,100.00%,380,98.16%
슈퍼마켓,인천광역시,계양구,206,209,98.56%,215,95.81%
슈퍼마켓,인천광역시,서구,336,340,98.82%,312,107.69%
슈퍼마켓,인천광역시,강화군,52,51,101.96%,43,120.93%
슈퍼마켓,인천광역시,옹진군,55,55,100.00%,51,107.84%
슈퍼마켓,경기도,수원시 장안구,170,172,98.84%,181,93.92%
슈퍼마켓,경기도,수원시 권선구,225,228,98.68%,238,94.54%
슈퍼마켓,경기도,수원시 팔달구,188,195,96.41%,213,88.26%
슈퍼마켓,경기도,수원시 영통구,186,185,100.54%,201,92.54%
슈퍼마켓,경기도,성남시 수정구,177,175,101.14%,180,98.33%
슈퍼마켓,경기도,성남시 중원구,171,164,104.27%,181,94.48%
슈퍼마켓,경기도,성남시 분당구,174,172,101.16%,193,90.16%
슈퍼마켓,경기도,의정부시,185,186,99.46%,192,96.35%
슈퍼마켓,경기도,안양시 만안구,186,184,101.09%,191,97.38%
슈퍼마켓,경기도,안양시 동안구,150,150,100.00%,154,97.40%
슈퍼마켓,경기도,부천시,553,551,100.36%,547,101.10%
슈퍼마켓,경기도,광명시,164,169,97.04%,172,95.35%
슈퍼마켓,경기도,평택시,386,383,100.78%,371,104.04%
슈퍼마켓,경기도,동두천시,52,55,94.55%,51,101.96%
슈퍼마켓,경기도,안산시 상록구,266,267,99.63%,259,102.70%
슈퍼마켓,경기도,안산시 단원구,303,301,100.66%,300,101.00%
슈퍼마켓,경기도,고양시 덕양구,229,230,99.57%,253,90.51%
슈퍼마켓,경기도,고양시 일산동구,176,177,99.44%,179,98.32%
슈퍼마켓,경기도,고양시 일산서구,127,127,100.00%,130,97.69%
